onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
13.041	3.0	left_hand	2	13041	6.04
24.082	3.0	right_hand	4	24082	3.84
32.923	3.0	left_hand	2	32923	6.04
43.964	3.0	left_hand	2	43964	6.04
55.005	3.0	right_hand	4	55005	6.04
66.046	3.0	right_hand	4	66046	6.04
77.087	3.0	left_hand	2	77087	6.04
101.97	3.0	right_hand	4	101970	6.04
113.011	3.0	left_hand	2	113011	6.04
136.014	3.0	right_hand	4	136014	6.04
147.055	3.0	left_hand	2	147055	6.04
158.096	3.0	left_hand	2	158096	6.04
169.137	3.0	right_hand	4	169137	3.88
178.018	3.0	right_hand	4	178018	3.52
186.539	3.0	left_hand	2	186539	6.04
205.461	3.0	left_hand	2	205461	6.04
216.502	3.0	left_hand	2	216502	6.04
227.543	3.0	right_hand	4	227543	4.32
236.864	3.0	left_hand	2	236864	6.04
247.904	3.0	right_hand	4	247904	6.04
258.945	3.0	right_hand	4	258945	4.12
279.107	3.0	left_hand	2	279107	6.04
290.148	3.0	right_hand	4	290148	6.04
301.189	3.0	left_hand	2	301189	5.36
319.511	3.0	right_hand	4	319511	6.04
330.552	3.0	left_hand	2	330552	6.04
341.593	3.0	right_hand	4	341593	6.04
352.634	3.0	left_hand	2	352634	6.04
363.675	3.0	left_hand	2	363675	6.04
380.557	3.0	left_hand	2	380557	6.04
391.598	3.0	right_hand	4	391598	6.04
409.48	3.0	right_hand	4	409480	6.04
420.521	3.0	left_hand	2	420521	6.04
439.363	3.0	left_hand	2	439363	6.04
450.404	3.0	right_hand	4	450404	6.04
461.445	3.0	right_hand	4	461445	6.0
472.446	3.0	left_hand	2	472446	6.0
483.447	3.0	right_hand	4	483447	6.04
494.488	3.0	left_hand	2	494488	6.04
512.489	3.0	right_hand	4	512489	6.04
529.891	3.0	right_hand	4	529891	6.04
540.932	3.0	left_hand	2	540932	6.04
551.973	3.0	right_hand	4	551973	3.24
560.214	3.0	right_hand	4	560214	3.16
574.976	3.0	right_hand	4	574976	3.8
599.019	3.0	right_hand	4	599019	6.04
610.06	3.0	right_hand	4	610060	6.04
628.822	3.0	right_hand	4	628822	5.28
653.745	3.0	left_hand	2	653745	3.96
669.547	3.0	right_hand	4	669547	3.4
677.948	3.0	left_hand	2	677948	6.04
695.95	3.0	right_hand	4	695950	3.96
704.911	3.0	left_hand	2	704911	6.04
715.952	3.0	right_hand	4	715952	6.04
746.435	3.0	rest	3	746435	5.64
778.919	3.0	both_hand	1	778919	3.8
806.323	3.0	both_hand	1	806323	3.88
821.245	3.0	both_hand	1	821245	4.88
851.929	3.0	rest	3	851929	3.36
860.29	3.0	rest	3	860290	3.44
876.012	3.0	both_hand	1	876012	6.04
898.575	3.0	both_hand	1	898575	5.56
933.899	3.0	both_hand	1	933899	3.44
948.901	3.0	both_hand	1	948901	4.36
992.867	3.0	rest	3	992867	6.04
1010.869	3.0	both_hand	1	1010869	3.56
1033.752	3.0	both_hand	1	1033752	3.16
1047.354	3.0	both_hand	1	1047354	4.4
1110.602	3.0	rest	3	1110602	6.04
1128.004	3.0	rest	3	1128004	5.08
1144.486	3.0	rest	3	1144486	5.56
1186.452	3.0	rest	3	1186452	6.04
1197.493	3.0	both_hand	1	1197493	5.68
1208.174	3.0	both_hand	1	1208174	3.76
1230.457	3.0	both_hand	1	1230457	3.28
