onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
19.842	3.0	left_hand	2	19842	6.04
30.883	3.0	right_hand	4	30883	6.04
48.885	3.0	right_hand	4	48885	6.04
59.926	3.0	left_hand	2	59926	3.64
75.008	3.0	right_hand	4	75008	3.0
96.891	3.0	right_hand	4	96891	4.52
106.412	3.0	right_hand	4	106412	6.04
117.453	3.0	left_hand	2	117453	6.04
136.455	3.0	left_hand	2	136455	4.88
151.977	3.0	left_hand	2	151977	5.48
170.059	3.0	right_hand	4	170059	6.04
181.1	3.0	left_hand	2	181100	3.24
189.341	3.0	right_hand	4	189341	4.44
198.782	3.0	left_hand	2	198782	4.12
207.903	3.0	right_hand	4	207903	4.96
217.864	3.0	right_hand	4	217864	3.44
233.385	3.0	right_hand	4	233385	4.64
264.309	3.0	right_hand	4	264309	6.04
275.35	3.0	left_hand	2	275350	6.04
286.391	3.0	right_hand	4	286391	6.04
297.432	3.0	left_hand	2	297432	3.16
305.593	3.0	right_hand	4	305593	6.04
316.634	3.0	left_hand	2	316634	3.76
325.395	3.0	left_hand	2	325395	4.92
335.316	3.0	right_hand	4	335316	4.6
344.917	3.0	left_hand	2	344917	6.04
355.958	3.0	right_hand	4	355958	6.04
366.999	3.0	right_hand	4	366999	6.04
378.04	3.0	left_hand	2	378040	6.04
389.081	3.0	left_hand	2	389081	6.04
400.122	3.0	right_hand	4	400122	6.04
411.163	3.0	right_hand	4	411163	6.04
445.887	3.0	right_hand	4	445887	4.6
455.488	3.0	left_hand	2	455488	6.04
466.528	3.0	right_hand	4	466528	6.04
477.569	3.0	left_hand	2	477569	6.04
502.412	3.0	right_hand	4	502412	6.04
513.453	3.0	left_hand	2	513453	6.04
524.494	3.0	right_hand	4	524494	6.04
535.535	3.0	left_hand	2	535535	4.72
562.378	3.0	right_hand	4	562378	6.04
581.06	3.0	left_hand	2	581060	6.04
607.183	3.0	right_hand	4	607183	6.04
618.224	3.0	right_hand	4	618224	6.04
643.707	3.0	left_hand	2	643707	6.04
654.748	3.0	right_hand	4	654748	3.48
663.229	3.0	left_hand	2	663229	3.24
677.831	3.0	left_hand	2	677831	6.04
688.872	3.0	right_hand	4	688872	3.68
697.552	3.0	both_hand	1	697552	3.28
719.395	3.0	both_hand	1	719395	6.04
730.436	3.0	both_hand	1	730436	3.2
788.525	3.0	both_hand	1	788525	4.76
