onset	duration	trial_type	value	sample	triallength
2.0	3.0	left_hand	2	2000	6.04
19.002	3.0	left_hand	2	19002	6.04
30.043	3.0	right_hand	4	30043	4.04
39.084	3.0	right_hand	4	39084	6.04
50.125	3.0	left_hand	2	50125	6.04
61.166	3.0	left_hand	2	61166	6.04
78.888	3.0	right_hand	4	78888	6.04
89.929	3.0	left_hand	2	89929	4.4
99.33	3.0	right_hand	4	99330	6.04
110.371	3.0	left_hand	2	110371	6.04
136.734	3.0	right_hand	4	136734	3.0
144.735	3.0	left_hand	2	144735	5.88
163.017	3.0	left_hand	2	163017	6.04
185.099	3.0	left_hand	2	185099	3.2
200.501	3.0	right_hand	4	200501	5.84
211.342	3.0	left_hand	2	211342	6.04
222.383	3.0	right_hand	4	222383	6.04
233.424	3.0	right_hand	4	233424	6.04
244.464	3.0	left_hand	2	244464	4.36
253.825	3.0	left_hand	2	253825	5.16
263.986	3.0	right_hand	4	263986	5.84
274.827	3.0	left_hand	2	274827	6.04
309.792	3.0	right_hand	4	309792	6.04
320.833	3.0	left_hand	2	320833	6.04
337.595	3.0	right_hand	4	337595	6.04
382.721	3.0	left_hand	2	382721	6.04
393.762	3.0	right_hand	4	393762	5.64
404.403	3.0	right_hand	4	404403	6.04
415.444	3.0	left_hand	2	415444	6.04
426.485	3.0	left_hand	2	426485	6.04
444.967	3.0	right_hand	4	444967	4.16
461.168	3.0	left_hand	2	461168	3.04
469.209	3.0	right_hand	4	469209	6.04
480.25	3.0	right_hand	4	480250	6.04
491.291	3.0	left_hand	2	491291	6.04
502.332	3.0	left_hand	2	502332	6.04
520.734	3.0	right_hand	4	520734	6.04
531.775	3.0	left_hand	2	531775	5.0
547.657	3.0	left_hand	2	547657	5.48
558.138	3.0	left_hand	2	558138	6.04
576.14	3.0	left_hand	2	576140	6.04
587.181	3.0	right_hand	4	587181	6.04
598.222	3.0	right_hand	4	598222	3.84
621.345	3.0	right_hand	4	621345	3.28
629.626	3.0	right_hand	4	629626	6.04
640.667	3.0	left_hand	2	640667	6.04
651.708	3.0	left_hand	2	651708	6.04
662.749	3.0	right_hand	4	662749	5.36
673.11	3.0	left_hand	2	673110	3.4
687.992	3.0	right_hand	4	687992	6.04
699.032	3.0	both_hand	1	699032	4.24
760.121	3.0	rest	3	760121	4.16
826.491	3.0	both_hand	1	826491	3.04
861.456	3.0	rest	3	861456	6.04
966.35	3.0	rest	3	966350	5.52
1087.727	3.0	rest	3	1087727	6.04
1105.849	3.0	rest	3	1105849	6.04
1116.89	3.0	both_hand	1	1116890	3.96
1146.094	3.0	both_hand	1	1146094	3.6
1220.224	3.0	rest	3	1220224	3.16
1228.385	3.0	right_hand	4	1228385	4.32
1237.706	3.0	both_hand	1	1237706	4.16
1246.867	3.0	left_hand	2	1246867	3.04
1254.908	3.0	both_hand	1	1254908	3.56
1263.469	3.0	left_hand	2	1263469	4.56
1283.632	3.0	right_hand	4	1283632	4.32
1292.953	3.0	both_hand	1	1292953	6.04
1330.758	3.0	right_hand	4	1330758	6.04
1354.801	3.0	both_hand	1	1354801	3.48
1363.282	3.0	right_hand	4	1363282	4.56
1372.843	3.0	left_hand	2	1372843	5.0
1388.765	3.0	right_hand	4	1388765	5.84
1405.927	3.0	both_hand	1	1405927	6.04
1416.968	3.0	rest	3	1416968	4.12
1426.088	3.0	right_hand	4	1426088	4.48
1441.01	3.0	both_hand	1	1441010	3.84
1464.653	3.0	both_hand	1	1464653	3.4
1499.298	3.0	both_hand	1	1499298	3.4
1507.699	3.0	left_hand	2	1507699	6.04
1518.74	3.0	both_hand	1	1518740	6.04
1548.304	3.0	right_hand	4	1548304	4.16
1557.465	3.0	left_hand	2	1557465	6.04
1583.308	3.0	both_hand	1	1583308	6.04
1602.15	3.0	left_hand	2	1602150	3.84
1610.991	3.0	left_hand	2	1610991	3.16
1630.873	3.0	both_hand	1	1630873	4.28
1645.475	3.0	left_hand	2	1645475	3.44
1672.039	3.0	left_hand	2	1672039	3.28
1733.288	3.0	right_hand	4	1733288	3.56
1741.849	3.0	left_hand	2	1741849	5.48
1757.691	3.0	both_hand	1	1757691	4.84
1799.936	3.0	right_hand	4	1799936	6.04
1810.977	3.0	left_hand	2	1810977	6.04
1835.42	3.0	right_hand	4	1835420	6.04
1846.461	3.0	left_hand	2	1846461	6.04
