onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
27.123	3.0	left_hand	2	27123	6.04
45.005	3.0	left_hand	2	45005	6.04
56.046	3.0	left_hand	2	56046	6.04
73.888	3.0	left_hand	2	73888	6.04
84.929	3.0	right_hand	4	84929	6.04
95.97	3.0	right_hand	4	95970	3.92
104.891	3.0	left_hand	2	104891	6.04
121.973	3.0	left_hand	2	121973	6.04
139.655	3.0	left_hand	2	139655	3.72
154.177	3.0	left_hand	2	154177	5.36
164.538	3.0	left_hand	2	164538	4.8
174.339	3.0	right_hand	4	174339	6.04
185.38	3.0	left_hand	2	185380	6.04
196.421	3.0	right_hand	4	196421	5.56
206.982	3.0	left_hand	2	206982	6.04
224.544	3.0	right_hand	4	224544	6.04
243.385	3.0	right_hand	4	243385	6.04
254.426	3.0	left_hand	2	254426	6.04
272.988	3.0	left_hand	2	272988	6.04
291.11	3.0	left_hand	2	291110	4.36
306.552	3.0	right_hand	4	306552	6.04
317.593	3.0	right_hand	4	317593	5.88
336.155	3.0	left_hand	2	336155	4.88
352.117	3.0	right_hand	4	352117	6.04
363.158	3.0	left_hand	2	363158	4.24
372.399	3.0	left_hand	2	372399	3.96
388.161	3.0	left_hand	2	388161	6.04
417.845	3.0	left_hand	2	417845	6.04
444.328	3.0	left_hand	2	444328	6.04
455.368	3.0	left_hand	2	455368	6.04
466.409	3.0	right_hand	4	466409	6.04
483.531	3.0	left_hand	2	483531	6.04
501.173	3.0	left_hand	2	501173	6.04
518.455	3.0	left_hand	2	518455	6.0
529.456	3.0	right_hand	4	529456	6.04
540.497	3.0	left_hand	2	540497	4.2
557.179	3.0	right_hand	4	557179	6.04
568.22	3.0	left_hand	2	568220	6.04
585.062	3.0	right_hand	4	585062	6.04
596.103	3.0	left_hand	2	596103	6.04
626.627	3.0	left_hand	2	626627	6.04
637.668	3.0	left_hand	2	637668	6.04
660.951	3.0	left_hand	2	660951	3.6
676.592	3.0	both_hand	1	676592	3.68
691.554	3.0	rest	3	691554	5.12
701.675	3.0	both_hand	1	701675	3.4
723.918	3.0	both_hand	1	723918	3.56
737.84	3.0	rest	3	737840	4.96
747.801	3.0	both_hand	1	747801	6.04
758.842	3.0	both_hand	1	758842	6.04
769.883	3.0	rest	3	769883	6.04
780.924	3.0	both_hand	1	780924	4.12
790.045	3.0	rest	3	790045	6.04
806.247	3.0	both_hand	1	806247	6.04
824.169	3.0	both_hand	1	824169	6.04
835.21	3.0	both_hand	1	835210	6.04
846.251	3.0	rest	3	846251	6.04
857.292	3.0	rest	3	857292	5.92
874.974	3.0	rest	3	874974	4.88
884.855	3.0	both_hand	1	884855	6.04
901.456	3.0	both_hand	1	901456	6.04
912.497	3.0	both_hand	1	912497	6.04
923.538	3.0	rest	3	923538	4.76
933.299	3.0	rest	3	933299	6.04
957.222	3.0	rest	3	957222	4.0
966.223	3.0	both_hand	1	966223	6.04
984.345	3.0	both_hand	1	984345	3.56
992.906	3.0	rest	3	992906	3.92
1020.55	3.0	rest	3	1020550	5.84
1039.072	3.0	both_hand	1	1039072	3.28
1047.353	3.0	rest	3	1047353	5.64
1057.994	3.0	both_hand	1	1057994	3.16
1066.155	3.0	both_hand	1	1066155	4.6
1089.878	3.0	both_hand	1	1089878	3.88
1098.759	3.0	rest	3	1098759	3.8
1131.563	3.0	rest	3	1131563	6.04
1142.604	3.0	both_hand	1	1142604	4.2
1151.805	3.0	rest	3	1151805	6.04
1162.846	3.0	rest	3	1162846	3.08
1190.33	3.0	both_hand	1	1190330	3.08
1198.411	3.0	rest	3	1198411	6.04
1209.452	3.0	rest	3	1209452	6.04
1220.493	3.0	both_hand	1	1220493	3.92
1236.295	3.0	rest	3	1236295	5.04
1246.336	3.0	rest	3	1246336	3.76
1255.097	3.0	both_hand	1	1255097	4.36
1277.02	3.0	rest	3	1277020	6.04
1301.183	3.0	both_hand	1	1301183	3.24
1309.424	3.0	rest	3	1309424	5.12
1319.544	3.0	right_hand	4	1319544	4.0
1328.545	3.0	rest	3	1328545	3.28
1356.549	3.0	left_hand	2	1356549	3.12
1364.67	3.0	both_hand	1	1364670	6.04
1383.552	3.0	right_hand	4	1383552	6.04
1394.593	3.0	both_hand	1	1394593	4.16
1403.754	3.0	rest	3	1403754	6.04
1421.996	3.0	right_hand	4	1421996	4.0
1438.558	3.0	left_hand	2	1438558	4.36
1447.919	3.0	rest	3	1447919	6.04
1458.96	3.0	both_hand	1	1458960	6.04
1476.602	3.0	right_hand	4	1476602	3.48
1497.445	3.0	rest	3	1497445	4.0
1506.446	3.0	left_hand	2	1506446	3.56
1522.608	3.0	both_hand	1	1522608	3.2
1542.97	3.0	right_hand	4	1542970	3.04
1575.735	3.0	both_hand	1	1575735	3.0
1583.736	3.0	right_hand	4	1583736	3.12
1612.7	3.0	left_hand	2	1612700	3.88
1683.23	3.0	rest	3	1683230	3.08
1718.874	3.0	both_hand	1	1718874	4.56
1734.836	3.0	rest	3	1734836	3.24
1756.279	3.0	rest	3	1756279	3.24
1771.041	3.0	left_hand	2	1771041	6.04
1782.082	3.0	right_hand	4	1782082	5.48
1798.084	3.0	left_hand	2	1798084	3.16
1826.168	3.0	rest	3	1826168	4.36
1849.651	3.0	both_hand	1	1849651	6.04
1860.692	3.0	rest	3	1860692	4.84
1870.533	3.0	left_hand	2	1870533	6.04
1901.776	3.0	right_hand	4	1901776	6.04
1920.058	3.0	left_hand	2	1920058	3.68
