onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
30.844	3.0	left_hand	2	30844	6.04
121.458	3.0	left_hand	2	121458	3.32
154.143	3.0	left_hand	2	154143	6.04
184.786	3.0	right_hand	4	184786	3.92
219.751	3.0	right_hand	4	219751	6.04
311.484	3.0	right_hand	4	311484	3.28
326.846	3.0	right_hand	4	326846	3.8
350.208	3.0	left_hand	2	350208	3.12
365.49	3.0	right_hand	4	365490	3.16
380.932	3.0	left_hand	2	380932	3.8
389.733	3.0	right_hand	4	389733	4.96
399.694	3.0	right_hand	4	399694	4.0
408.695	3.0	left_hand	2	408695	6.04
419.736	3.0	right_hand	4	419736	6.04
430.777	3.0	left_hand	2	430777	6.04
460.861	3.0	right_hand	4	460861	6.04
471.902	3.0	left_hand	2	471902	6.04
494.025	3.0	left_hand	2	494025	6.04
505.066	3.0	left_hand	2	505066	6.04
516.107	3.0	right_hand	4	516107	6.04
527.148	3.0	left_hand	2	527148	3.16
535.309	3.0	right_hand	4	535309	6.04
546.35	3.0	right_hand	4	546350	6.04
563.552	3.0	right_hand	4	563552	3.52
579.793	3.0	rest	3	579793	6.04
604.516	3.0	both_hand	1	604516	5.08
655.523	3.0	both_hand	1	655523	6.04
666.564	3.0	rest	3	666564	3.48
702.289	3.0	rest	3	702289	5.8
713.09	3.0	rest	3	713090	6.04
736.693	3.0	both_hand	1	736693	4.12
780.338	3.0	both_hand	1	780338	6.04
810.742	3.0	rest	3	810742	4.12
827.784	3.0	rest	3	827784	4.04
836.825	3.0	rest	3	836825	3.12
851.467	3.0	rest	3	851467	4.16
860.628	3.0	both_hand	1	860628	4.6
870.229	3.0	rest	3	870229	4.44
879.67	3.0	both_hand	1	879670	6.04
904.913	3.0	both_hand	1	904913	3.32
913.234	3.0	rest	3	913234	3.36
921.595	3.0	both_hand	1	921595	5.6
932.196	3.0	rest	3	932196	3.6
956.039	3.0	both_hand	1	956039	6.04
967.08	3.0	rest	3	967080	6.04
991.602	3.0	rest	3	991602	3.48
1000.083	3.0	both_hand	1	1000083	6.04
1025.526	3.0	rest	3	1025526	6.04
1036.567	3.0	both_hand	1	1036567	5.56
1054.369	3.0	rest	3	1054369	4.6
1063.97	3.0	both_hand	1	1063970	6.04
1081.172	3.0	rest	3	1081172	6.04
1092.213	3.0	both_hand	1	1092213	5.76
1102.974	3.0	rest	3	1102974	3.68
1149.261	3.0	both_hand	1	1149261	3.64
1168.624	3.0	rest	3	1168624	5.56
1187.065	3.0	left_hand	2	1187065	3.04
1222.79	3.0	both_hand	1	1222790	3.6
1231.391	3.0	rest	3	1231391	5.8
1242.192	3.0	rest	3	1242192	3.24
1250.433	3.0	both_hand	1	1250433	6.04
1261.474	3.0	right_hand	4	1261474	6.04
1272.515	3.0	left_hand	2	1272515	6.04
1294.678	3.0	rest	3	1294678	6.04
1326.322	3.0	rest	3	1326322	3.0
1334.323	3.0	left_hand	2	1334323	6.04
1358.766	3.0	left_hand	2	1358766	3.0
1378.328	3.0	right_hand	4	1378328	4.64
1399.131	3.0	right_hand	4	1399131	3.44
1407.572	3.0	rest	3	1407572	4.24
1423.534	3.0	left_hand	2	1423534	6.04
1434.575	3.0	both_hand	1	1434575	5.6
1466.819	3.0	both_hand	1	1466819	6.04
1503.144	3.0	rest	3	1503144	6.04
1526.787	3.0	left_hand	2	1526787	4.36
1542.109	3.0	both_hand	1	1542109	6.04
1581.073	3.0	both_hand	1	1581073	6.04
1592.114	3.0	rest	3	1592114	5.16
1602.275	3.0	right_hand	4	1602275	4.72
1626.078	3.0	both_hand	1	1626078	3.2
1634.279	3.0	right_hand	4	1634279	6.04
1666.883	3.0	right_hand	4	1666883	4.32
1676.204	3.0	left_hand	2	1676204	3.6
1692.246	3.0	rest	3	1692246	3.72
1700.967	3.0	right_hand	4	1700967	6.04
1712.008	3.0	left_hand	2	1712008	5.04
1742.692	3.0	rest	3	1742692	5.28
1766.375	3.0	rest	3	1766375	3.16
1782.216	3.0	right_hand	4	1782216	6.04
1807.579	3.0	right_hand	4	1807579	6.04
1825.381	3.0	right_hand	4	1825381	5.36
1842.263	3.0	left_hand	2	1842263	3.04
1850.304	3.0	left_hand	2	1850304	3.84
1859.145	3.0	right_hand	4	1859145	6.04
1882.868	3.0	right_hand	4	1882868	6.04
1918.353	3.0	right_hand	4	1918353	5.44
1928.794	3.0	left_hand	2	1928794	6.04
1939.835	3.0	right_hand	4	1939835	6.04
1950.876	3.0	left_hand	2	1950876	4.76
1960.637	3.0	right_hand	4	1960637	3.88
1987.08	3.0	left_hand	2	1987080	6.04
1998.121	3.0	left_hand	2	1998121	6.04
2009.162	3.0	right_hand	4	2009162	6.04
2032.605	3.0	left_hand	2	2032605	6.04
2043.646	3.0	right_hand	4	2043646	6.04
2054.687	3.0	right_hand	4	2054687	3.96
2063.648	3.0	left_hand	2	2063648	6.04
2081.29	3.0	left_hand	2	2081290	4.72
2118.695	3.0	right_hand	4	2118695	6.04
2129.736	3.0	left_hand	2	2129736	3.52
2145.818	3.0	right_hand	4	2145818	6.04
2156.859	3.0	left_hand	2	2156859	6.04
2175.301	3.0	left_hand	2	2175301	5.88
2198.504	3.0	right_hand	4	2198504	4.52
2236.348	3.0	right_hand	4	2236348	5.48
2246.829	3.0	left_hand	2	2246829	4.44
2256.27	3.0	right_hand	4	2256270	4.2
2265.471	3.0	left_hand	2	2265471	6.04
2284.193	3.0	left_hand	2	2284193	4.68
2293.874	3.0	left_hand	2	2293874	6.04
2304.915	3.0	right_hand	4	2304915	6.04
2315.956	3.0	left_hand	2	2315956	3.6
2324.557	3.0	right_hand	4	2324557	5.48
2335.038	3.0	left_hand	2	2335038	6.04
2358.881	3.0	right_hand	4	2358881	6.04
2375.403	3.0	right_hand	4	2375403	3.4
2383.804	3.0	right_hand	4	2383804	5.92
2394.725	3.0	left_hand	2	2394725	6.04
2413.287	3.0	left_hand	2	2413287	6.04
2424.328	3.0	left_hand	2	2424328	6.04
2443.129	3.0	both_hand	1	2443129	5.24
2453.37	3.0	rest	3	2453370	3.12
2469.012	3.0	both_hand	1	2469012	5.64
2485.614	3.0	rest	3	2485614	6.04
2496.655	3.0	both_hand	1	2496655	6.04
2544.822	3.0	rest	3	2544822	5.92
2555.743	3.0	both_hand	1	2555743	6.04
2566.784	3.0	rest	3	2566784	6.04
2583.746	3.0	rest	3	2583746	6.04
2594.787	3.0	both_hand	1	2594787	3.92
2616.15	3.0	rest	3	2616150	6.04
2654.434	3.0	rest	3	2654434	4.72
2728.044	3.0	both_hand	1	2728044	6.04
2745.686	3.0	rest	3	2745686	6.04
2762.848	3.0	rest	3	2762848	5.56
2773.409	3.0	rest	3	2773409	6.04
2784.45	3.0	both_hand	1	2784450	4.28
2799.212	3.0	rest	3	2799212	6.04
2810.253	3.0	both_hand	1	2810253	6.04
2833.256	3.0	rest	3	2833256	6.04
2851.737	3.0	both_hand	1	2851737	6.04
2877.02	3.0	both_hand	1	2877020	3.08
2885.101	3.0	rest	3	2885101	3.0
2907.224	3.0	both_hand	1	2907224	3.52
2915.745	3.0	rest	3	2915745	6.04
2934.427	3.0	both_hand	1	2934427	3.08
2949.389	3.0	rest	3	2949389	6.04
2973.592	3.0	both_hand	1	2973592	6.04
2984.633	3.0	rest	3	2984633	4.2
2993.834	3.0	both_hand	1	2993834	3.36
3018.718	3.0	rest	3	3018718	3.56
3027.279	3.0	both_hand	1	3027279	5.92
3038.2	3.0	rest	3	3038200	4.08
3061.202	3.0	left_hand	2	3061202	6.04
3092.326	3.0	rest	3	3092326	5.52
3102.847	3.0	both_hand	1	3102847	4.96
3141.012	3.0	right_hand	4	3141012	3.32
3155.494	3.0	both_hand	1	3155494	6.04
3196.339	3.0	right_hand	4	3196339	6.04
3207.38	3.0	left_hand	2	3207380	5.88
3245.144	3.0	both_hand	1	3245144	4.64
3292.551	3.0	rest	3	3292551	3.44
3323.355	3.0	left_hand	2	3323355	6.04
3334.396	3.0	both_hand	1	3334396	6.04
3350.918	3.0	right_hand	4	3350918	3.96
3373.401	3.0	rest	3	3373401	3.44
3403.005	3.0	left_hand	2	3403005	6.04
3414.046	3.0	right_hand	4	3414046	6.04
3439.008	3.0	left_hand	2	3439008	6.04
3468.572	3.0	rest	3	3468572	6.04
3479.613	3.0	right_hand	4	3479613	3.64
3496.095	3.0	left_hand	2	3496095	4.32
3532.86	3.0	left_hand	2	3532860	4.84
3570.705	3.0	left_hand	2	3570705	3.84
3579.546	3.0	right_hand	4	3579546	3.92
3588.467	3.0	both_hand	1	3588467	5.08
3598.548	3.0	rest	3	3598548	4.16
3607.709	3.0	left_hand	2	3607709	3.52
3616.23	3.0	both_hand	1	3616230	6.04
3634.512	3.0	right_hand	4	3634512	6.04
