onset	duration	trial_type	value	sample	triallength
2.0	3.0	left_hand	2	2000	6.04
13.041	3.0	right_hand	4	13041	6.04
24.082	3.0	right_hand	4	24082	5.8
41.884	3.0	right_hand	4	41884	6.04
52.925	3.0	left_hand	2	52925	4.36
62.286	3.0	left_hand	2	62286	6.04
87.809	3.0	right_hand	4	87809	4.72
97.53	3.0	right_hand	4	97530	6.04
108.571	3.0	left_hand	2	108571	3.84
117.412	3.0	right_hand	4	117412	4.84
134.414	3.0	left_hand	2	134414	6.04
151.856	3.0	left_hand	2	151856	6.04
162.897	3.0	right_hand	4	162897	4.4
172.298	3.0	left_hand	2	172298	6.04
183.339	3.0	right_hand	4	183339	4.48
192.82	3.0	right_hand	4	192820	6.04
203.861	3.0	left_hand	2	203861	6.04
214.902	3.0	right_hand	4	214902	6.04
225.943	3.0	left_hand	2	225943	3.08
247.945	3.0	right_hand	4	247945	6.04
266.307	3.0	right_hand	4	266307	6.04
292.55	3.0	left_hand	2	292550	6.04
303.591	3.0	right_hand	4	303591	6.04
328.474	3.0	left_hand	2	328474	6.04
339.515	3.0	right_hand	4	339515	5.64
350.156	3.0	left_hand	2	350156	6.04
361.197	3.0	left_hand	2	361197	6.04
372.238	3.0	right_hand	4	372238	5.08
382.319	3.0	right_hand	4	382319	3.88
391.2	3.0	left_hand	2	391200	5.32
401.521	3.0	left_hand	2	401521	6.04
412.562	3.0	right_hand	4	412562	5.48
423.043	3.0	left_hand	2	423043	3.0
431.044	3.0	right_hand	4	431044	3.68
439.725	3.0	left_hand	2	439725	6.04
450.766	3.0	right_hand	4	450766	4.24
460.007	3.0	left_hand	2	460007	6.04
471.048	3.0	right_hand	4	471048	3.52
479.568	3.0	left_hand	2	479568	6.04
490.609	3.0	right_hand	4	490609	6.04
501.65	3.0	left_hand	2	501650	4.08
510.731	3.0	right_hand	4	510731	6.04
536.134	3.0	right_hand	4	536134	6.04
547.175	3.0	left_hand	2	547175	6.04
558.216	3.0	right_hand	4	558216	6.04
569.257	3.0	left_hand	2	569257	3.32
584.619	3.0	right_hand	4	584619	5.84
595.46	3.0	right_hand	4	595460	6.04
606.501	3.0	left_hand	2	606501	6.04
617.542	3.0	left_hand	2	617542	3.12
625.663	3.0	right_hand	4	625663	6.04
636.704	3.0	right_hand	4	636704	6.04
654.546	3.0	right_hand	4	654546	6.04
671.908	3.0	right_hand	4	671908	6.04
697.311	3.0	right_hand	4	697311	6.04
708.352	3.0	right_hand	4	708352	5.52
745.436	3.0	both_hand	1	745436	4.44
754.877	3.0	rest	3	754877	6.04
785.481	3.0	both_hand	1	785481	3.2
793.682	3.0	both_hand	1	793682	4.6
815.685	3.0	rest	3	815685	3.96
824.646	3.0	both_hand	1	824646	3.08
852.61	3.0	rest	3	852610	6.04
863.651	3.0	both_hand	1	863651	6.04
874.692	3.0	both_hand	1	874692	4.84
889.814	3.0	both_hand	1	889814	6.04
915.536	3.0	both_hand	1	915536	4.0
924.537	3.0	both_hand	1	924537	5.0
934.538	3.0	rest	3	934538	4.6
959.861	3.0	rest	3	959861	3.52
974.663	3.0	rest	3	974663	6.04
985.704	3.0	both_hand	1	985704	3.04
993.745	3.0	rest	3	993745	5.64
1045.072	3.0	rest	3	1045072	3.0
1059.314	3.0	both_hand	1	1059314	6.04
1078.116	3.0	both_hand	1	1078116	6.04
1089.157	3.0	both_hand	1	1089157	3.88
1120.4	3.0	both_hand	1	1120400	3.0
1133.922	3.0	rest	3	1133922	6.04
1159.965	3.0	rest	3	1159965	6.04
1171.006	3.0	both_hand	1	1171006	5.52
1181.527	3.0	rest	3	1181527	6.04
1192.568	3.0	rest	3	1192568	6.04
1203.609	3.0	both_hand	1	1203609	5.44
1229.012	3.0	both_hand	1	1229012	4.96
1238.973	3.0	rest	3	1238973	6.04
