onset	duration	trial_type	value	sample	triallength
2.0	3.0	left_hand	2	2000	6.04
13.041	3.0	right_hand	4	13041	5.72
23.762	3.0	left_hand	2	23762	3.28
32.043	3.0	right_hand	4	32043	5.56
42.604	3.0	left_hand	2	42604	6.04
73.968	3.0	left_hand	2	73968	6.04
85.009	3.0	right_hand	4	85009	6.04
96.05	3.0	left_hand	2	96050	6.04
114.452	3.0	right_hand	4	114452	6.04
175.461	3.0	left_hand	2	175461	6.04
205.184	3.0	left_hand	2	205184	6.04
269.511	3.0	left_hand	2	269511	6.04
280.552	3.0	right_hand	4	280552	6.04
291.593	3.0	left_hand	2	291593	6.04
302.634	3.0	right_hand	4	302634	6.04
313.675	3.0	left_hand	2	313675	4.28
322.956	3.0	right_hand	4	322956	6.04
333.997	3.0	left_hand	2	333997	6.04
345.038	3.0	right_hand	4	345038	6.04
356.079	3.0	right_hand	4	356079	6.04
374.921	3.0	left_hand	2	374921	6.04
385.962	3.0	right_hand	4	385962	6.04
397.003	3.0	right_hand	4	397003	4.56
406.564	3.0	left_hand	2	406564	5.84
417.405	3.0	left_hand	2	417405	5.6
428.006	3.0	right_hand	4	428006	6.04
439.047	3.0	left_hand	2	439047	5.64
455.528	3.0	left_hand	2	455528	5.2
465.729	3.0	right_hand	4	465729	6.0
476.73	3.0	left_hand	2	476730	6.04
487.771	3.0	right_hand	4	487771	3.4
496.172	3.0	right_hand	4	496172	6.04
514.094	3.0	right_hand	4	514094	6.04
525.135	3.0	left_hand	2	525135	6.04
536.176	3.0	right_hand	4	536176	6.04
547.217	3.0	left_hand	2	547217	6.04
558.258	3.0	right_hand	4	558258	4.52
582.221	3.0	left_hand	2	582221	3.24
590.462	3.0	left_hand	2	590462	5.88
607.224	3.0	left_hand	2	607224	6.04
618.265	3.0	right_hand	4	618265	6.04
636.507	3.0	left_hand	2	636507	5.6
647.108	3.0	left_hand	2	647108	6.04
658.149	3.0	right_hand	4	658149	6.04
669.19	3.0	left_hand	2	669190	6.04
686.752	3.0	left_hand	2	686752	6.04
704.873	3.0	both_hand	1	704873	4.92
714.794	3.0	rest	3	714794	3.56
723.355	3.0	both_hand	1	723355	6.04
742.357	3.0	rest	3	742357	6.04
767.48	3.0	rest	3	767480	6.04
778.521	3.0	both_hand	1	778521	6.04
789.562	3.0	both_hand	1	789562	5.84
806.484	3.0	rest	3	806484	6.04
830.927	3.0	both_hand	1	830927	4.28
840.208	3.0	rest	3	840208	4.16
849.369	3.0	both_hand	1	849369	6.04
860.41	3.0	both_hand	1	860410	3.36
868.771	3.0	rest	3	868771	4.28
884.973	3.0	both_hand	1	884973	6.04
896.014	3.0	rest	3	896014	6.04
907.055	3.0	both_hand	1	907055	3.44
922.896	3.0	both_hand	1	922896	4.68
932.577	3.0	both_hand	1	932577	6.04
943.618	3.0	rest	3	943618	6.04
954.659	3.0	rest	3	954659	6.04
965.7	3.0	both_hand	1	965700	6.04
991.463	3.0	both_hand	1	991463	3.68
1006.425	3.0	both_hand	1	1006425	3.96
1027.588	3.0	both_hand	1	1027588	4.48
1044.23	3.0	both_hand	1	1044230	6.04
1055.271	3.0	rest	3	1055271	5.36
1065.632	3.0	both_hand	1	1065632	3.96
1074.593	3.0	rest	3	1074593	4.0
1089.835	3.0	both_hand	1	1089835	3.04
1104.157	3.0	both_hand	1	1104157	3.0
1118.999	3.0	rest	3	1118999	3.44
1127.44	3.0	both_hand	1	1127440	4.56
1149.322	3.0	both_hand	1	1149322	6.04
1182.086	3.0	rest	3	1182086	6.04
1199.728	3.0	rest	3	1199728	6.04
1232.492	3.0	both_hand	1	1232492	6.04
1243.533	3.0	rest	3	1243533	4.04
1259.455	3.0	rest	3	1259455	6.04
1276.977	3.0	rest	3	1276977	4.24
1293.979	3.0	both_hand	1	1293979	3.0
1315.862	3.0	both_hand	1	1315862	6.04
1334.504	3.0	rest	3	1334504	6.0
1358.786	3.0	left_hand	2	1358786	6.04
1369.827	3.0	both_hand	1	1369827	4.72
1398.231	3.0	both_hand	1	1398231	3.44
1406.672	3.0	left_hand	2	1406672	3.6
1415.273	3.0	right_hand	4	1415273	5.56
1448.437	3.0	right_hand	4	1448437	6.04
1471.52	3.0	both_hand	1	1471520	5.48
1482.001	3.0	right_hand	4	1482001	4.2
1491.202	3.0	left_hand	2	1491202	3.4
1499.603	3.0	rest	3	1499603	3.44
1522.886	3.0	left_hand	2	1522886	4.44
1558.73	3.0	both_hand	1	1558730	6.04
1576.732	3.0	rest	3	1576732	6.04
1587.773	3.0	right_hand	4	1587773	3.44
1596.214	3.0	both_hand	1	1596214	3.12
1627.458	3.0	rest	3	1627458	6.04
1638.499	3.0	right_hand	4	1638499	4.4
1647.9	3.0	both_hand	1	1647900	6.04
1658.941	3.0	rest	3	1658941	6.04
1669.982	3.0	left_hand	2	1669982	5.68
1680.663	3.0	rest	3	1680663	3.88
1689.544	3.0	right_hand	4	1689544	5.76
1707.746	3.0	both_hand	1	1707746	6.04
1718.787	3.0	rest	3	1718787	5.4
1729.188	3.0	left_hand	2	1729188	6.04
1740.229	3.0	both_hand	1	1740229	6.04
1758.151	3.0	right_hand	4	1758151	6.04
1769.192	3.0	rest	3	1769192	6.04
1794.994	3.0	left_hand	2	1794994	4.12
1804.115	3.0	right_hand	4	1804115	6.04
1851.481	3.0	right_hand	4	1851481	4.72
1861.202	3.0	right_hand	4	1861202	6.0
1872.203	3.0	rest	3	1872203	5.0
1882.204	3.0	left_hand	2	1882204	5.48
1907.007	3.0	rest	3	1907007	3.8
1929.57	3.0	right_hand	4	1929570	6.04
1940.611	3.0	rest	3	1940611	5.08
1956.693	3.0	left_hand	2	1956693	6.04
1988.736	3.0	right_hand	4	1988736	6.04
1999.777	3.0	left_hand	2	1999777	6.04
2010.818	3.0	right_hand	4	2010818	6.04
2021.859	3.0	left_hand	2	2021859	6.04
2032.9	3.0	left_hand	2	2032900	5.64
2049.302	3.0	right_hand	4	2049302	6.04
2067.104	3.0	right_hand	4	2067104	6.04
2078.145	3.0	left_hand	2	2078145	3.48
2086.626	3.0	left_hand	2	2086626	6.04
2097.667	3.0	right_hand	4	2097667	6.04
2142.353	3.0	right_hand	4	2142353	6.04
2153.394	3.0	left_hand	2	2153394	4.0
2162.395	3.0	right_hand	4	2162395	6.04
2173.436	3.0	left_hand	2	2173436	3.88
2182.317	3.0	right_hand	4	2182317	6.04
2193.358	3.0	left_hand	2	2193358	6.04
2211.76	3.0	left_hand	2	2211760	3.4
2220.16	3.0	right_hand	4	2220160	5.28
2245.763	3.0	left_hand	2	2245763	4.56
2262.325	3.0	left_hand	2	2262325	5.4
2272.726	3.0	right_hand	4	2272726	4.6
2282.327	3.0	right_hand	4	2282327	6.04
2293.368	3.0	left_hand	2	2293368	3.92
2302.289	3.0	left_hand	2	2302289	6.04
2313.33	3.0	right_hand	4	2313330	6.04
2324.371	3.0	right_hand	4	2324371	3.0
2332.372	3.0	left_hand	2	2332372	6.04
2343.413	3.0	right_hand	4	2343413	5.04
2353.454	3.0	left_hand	2	2353454	6.04
2364.495	3.0	right_hand	4	2364495	4.68
2374.176	3.0	left_hand	2	2374176	5.56
2384.737	3.0	right_hand	4	2384737	4.96
2394.698	3.0	left_hand	2	2394698	3.92
2403.619	3.0	left_hand	2	2403619	6.04
2414.66	3.0	right_hand	4	2414660	4.92
2424.581	3.0	left_hand	2	2424581	4.96
2439.943	3.0	right_hand	4	2439943	6.04
2450.984	3.0	left_hand	2	2450984	6.04
2462.024	3.0	left_hand	2	2462024	6.04
2473.065	3.0	right_hand	4	2473065	6.04
2497.148	3.0	right_hand	4	2497148	6.04
2508.189	3.0	left_hand	2	2508189	6.04
2519.23	3.0	right_hand	4	2519230	6.04
2530.271	3.0	left_hand	2	2530271	6.04
2541.312	3.0	right_hand	4	2541312	6.04
2552.353	3.0	left_hand	2	2552353	6.04
2563.394	3.0	right_hand	4	2563394	3.76
2572.155	3.0	left_hand	2	2572155	6.04
2602.639	3.0	left_hand	2	2602639	6.04
2621.001	3.0	left_hand	2	2621001	6.04
2632.042	3.0	right_hand	4	2632042	3.24
2646.524	3.0	right_hand	4	2646524	4.56
2656.085	3.0	left_hand	2	2656085	4.32
2665.406	3.0	right_hand	4	2665406	6.04
2676.447	3.0	left_hand	2	2676447	3.92
2685.368	3.0	left_hand	2	2685368	6.04
2711.37	3.0	rest	3	2711370	5.8
2728.892	3.0	rest	3	2728892	6.04
2752.935	3.0	both_hand	1	2752935	5.68
2776.658	3.0	both_hand	1	2776658	4.68
2786.339	3.0	rest	3	2786339	6.04
2811.902	3.0	both_hand	1	2811902	6.04
2822.943	3.0	rest	3	2822943	3.76
2831.704	3.0	both_hand	1	2831704	5.04
2854.547	3.0	both_hand	1	2854547	3.4
2869.869	3.0	both_hand	1	2869869	3.8
2913.234	3.0	both_hand	1	2913234	6.04
2930.156	3.0	both_hand	1	2930156	6.04
2941.197	3.0	both_hand	1	2941197	6.04
2958.439	3.0	both_hand	1	2958439	5.68
2969.12	3.0	rest	3	2969120	6.04
2987.242	3.0	both_hand	1	2987242	5.12
2997.363	3.0	both_hand	1	2997363	6.04
3008.404	3.0	rest	3	3008404	6.04
3026.806	3.0	rest	3	3026806	6.04
3037.847	3.0	both_hand	1	3037847	6.04
3048.888	3.0	rest	3	3048888	6.04
3059.929	3.0	both_hand	1	3059929	6.04
3076.891	3.0	rest	3	3076891	4.76
3086.652	3.0	both_hand	1	3086652	6.04
3097.693	3.0	rest	3	3097693	6.04
3120.936	3.0	both_hand	1	3120936	3.72
3142.258	3.0	both_hand	1	3142258	3.0
3150.259	3.0	rest	3	3150259	6.04
3161.3	3.0	rest	3	3161300	3.6
3169.901	3.0	both_hand	1	3169901	4.64
3193.384	3.0	both_hand	1	3193384	3.4
3242.151	3.0	both_hand	1	3242151	3.08
3257.433	3.0	both_hand	1	3257433	4.0
3266.434	3.0	both_hand	1	3266434	3.12
3274.555	3.0	rest	3	3274555	3.24
3282.796	3.0	both_hand	1	3282796	6.04
3293.837	3.0	rest	3	3293837	5.64
3310.399	3.0	both_hand	1	3310399	5.96
3355.564	3.0	left_hand	2	3355564	3.52
3399.05	3.0	right_hand	4	3399050	4.96
3409.011	3.0	left_hand	2	3409011	3.36
3425.173	3.0	rest	3	3425173	3.04
3433.214	3.0	left_hand	2	3433214	4.4
3442.615	3.0	right_hand	4	3442615	4.76
3460.017	3.0	left_hand	2	3460017	6.04
3471.058	3.0	rest	3	3471058	3.92
3479.979	3.0	both_hand	1	3479979	6.04
3491.02	3.0	both_hand	1	3491020	6.04
3502.061	3.0	left_hand	2	3502061	6.04
3513.102	3.0	rest	3	3513102	4.96
3530.864	3.0	both_hand	1	3530864	6.04
3548.185	3.0	left_hand	2	3548185	4.36
3557.546	3.0	right_hand	4	3557546	5.08
3573.108	3.0	right_hand	4	3573108	6.0
3598.231	3.0	both_hand	1	3598231	3.44
3627.795	3.0	right_hand	4	3627795	6.04
3646.517	3.0	rest	3	3646517	3.6
3655.118	3.0	both_hand	1	3655118	6.04
3673.64	3.0	both_hand	1	3673640	3.68
3688.882	3.0	left_hand	2	3688882	3.68
3711.325	3.0	both_hand	1	3711325	4.76
3721.086	3.0	right_hand	4	3721086	6.04
3732.127	3.0	right_hand	4	3732127	3.6
3747.248	3.0	rest	3	3747248	3.56
3755.809	3.0	left_hand	2	3755809	4.6
3773.051	3.0	left_hand	2	3773051	3.88
3796.614	3.0	both_hand	1	3796614	3.96
3815.696	3.0	right_hand	4	3815696	4.68
3825.377	3.0	left_hand	2	3825377	3.4
3833.778	3.0	right_hand	4	3833778	4.68
3857.341	3.0	left_hand	2	3857341	3.04
3879.224	3.0	right_hand	4	3879224	6.04
3890.265	3.0	rest	3	3890265	3.0
3898.266	3.0	left_hand	2	3898266	6.04
3909.307	3.0	both_hand	1	3909307	6.04
3920.348	3.0	rest	3	3920348	5.92
3953.512	3.0	rest	3	3953512	6.04
