onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
13.041	3.0	left_hand	2	13041	6.04
24.082	3.0	right_hand	4	24082	6.04
40.444	3.0	left_hand	2	40444	3.88
49.325	3.0	right_hand	4	49325	6.04
60.366	3.0	left_hand	2	60366	6.04
78.408	3.0	left_hand	2	78408	6.04
89.449	3.0	right_hand	4	89449	6.04
114.012	3.0	right_hand	4	114012	5.8
124.813	3.0	left_hand	2	124813	3.68
133.494	3.0	left_hand	2	133494	4.8
143.295	3.0	right_hand	4	143295	4.68
152.976	3.0	left_hand	2	152976	4.8
162.777	3.0	right_hand	4	162777	6.04
173.818	3.0	left_hand	2	173818	3.48
182.299	3.0	right_hand	4	182299	6.04
193.34	3.0	right_hand	4	193340	6.04
204.381	3.0	left_hand	2	204381	6.04
215.422	3.0	left_hand	2	215422	6.04
232.944	3.0	left_hand	2	232944	6.04
254.786	3.0	left_hand	2	254786	6.04
265.827	3.0	left_hand	2	265827	6.04
276.868	3.0	right_hand	4	276868	6.04
287.909	3.0	left_hand	2	287909	6.04
298.95	3.0	right_hand	4	298950	6.04
309.991	3.0	left_hand	2	309991	6.04
321.032	3.0	right_hand	4	321032	6.04
332.073	3.0	right_hand	4	332073	6.04
343.114	3.0	left_hand	2	343114	6.04
354.155	3.0	left_hand	2	354155	5.0
364.156	3.0	right_hand	4	364156	3.68
372.837	3.0	right_hand	4	372837	6.04
390.639	3.0	right_hand	4	390639	3.96
399.6	3.0	left_hand	2	399600	6.04
410.641	3.0	right_hand	4	410641	3.88
426.003	3.0	left_hand	2	426003	6.04
437.044	3.0	right_hand	4	437044	6.04
496.852	3.0	right_hand	4	496852	6.04
515.454	3.0	right_hand	4	515454	6.04
541.417	3.0	right_hand	4	541417	6.04
552.458	3.0	right_hand	4	552458	6.04
563.499	3.0	left_hand	2	563499	6.04
581.021	3.0	right_hand	4	581021	6.04
599.183	3.0	right_hand	4	599183	6.04
617.105	3.0	right_hand	4	617105	5.0
627.106	3.0	left_hand	2	627106	4.36
636.467	3.0	right_hand	4	636467	6.04
647.508	3.0	right_hand	4	647508	3.08
655.589	3.0	left_hand	2	655589	6.04
666.63	3.0	right_hand	4	666630	6.04
697.273	3.0	both_hand	1	697273	5.2
714.795	3.0	both_hand	1	714795	6.04
725.836	3.0	both_hand	1	725836	4.12
754.12	3.0	rest	3	754120	4.04
763.161	3.0	both_hand	1	763161	6.0
780.043	3.0	both_hand	1	780043	3.2
788.244	3.0	rest	3	788244	4.96
805.246	3.0	both_hand	1	805246	6.04
816.287	3.0	rest	3	816287	6.04
841.25	3.0	rest	3	841250	4.68
858.412	3.0	both_hand	1	858412	4.92
882.015	3.0	both_hand	1	882015	6.04
910.898	3.0	both_hand	1	910898	5.44
921.339	3.0	both_hand	1	921339	6.04
932.38	3.0	rest	3	932380	3.96
941.341	3.0	both_hand	1	941341	6.04
952.382	3.0	rest	3	952382	4.04
961.423	3.0	both_hand	1	961423	4.2
970.624	3.0	rest	3	970624	5.12
980.745	3.0	both_hand	1	980745	3.48
997.187	3.0	both_hand	1	997187	5.72
1013.349	3.0	both_hand	1	1013349	5.24
1028.831	3.0	both_hand	1	1028831	3.64
1037.472	3.0	rest	3	1037472	4.04
1065.916	3.0	both_hand	1	1065916	6.04
1076.957	3.0	both_hand	1	1076957	5.8
