onset	duration	trial_type	value	sample	triallength
2.0	3.0	left_hand	2	2000	6.04
13.041	3.0	right_hand	4	13041	6.04
30.163	3.0	left_hand	2	30163	6.04
41.204	3.0	right_hand	4	41204	5.64
51.845	3.0	left_hand	2	51845	3.28
67.087	3.0	right_hand	4	67087	6.04
78.128	3.0	left_hand	2	78128	6.04
100.211	3.0	left_hand	2	100211	6.04
111.252	3.0	left_hand	2	111252	6.04
122.293	3.0	right_hand	4	122293	4.52
131.814	3.0	left_hand	2	131814	4.04
140.855	3.0	right_hand	4	140855	3.72
161.818	3.0	right_hand	4	161818	6.04
172.859	3.0	left_hand	2	172859	5.64
188.861	3.0	left_hand	2	188861	6.04
211.544	3.0	right_hand	4	211544	6.04
229.065	3.0	left_hand	2	229065	5.96
240.026	3.0	right_hand	4	240026	3.0
266.35	3.0	right_hand	4	266350	6.04
277.391	3.0	left_hand	2	277391	4.08
286.472	3.0	right_hand	4	286472	5.44
304.354	3.0	left_hand	2	304354	5.24
320.356	3.0	right_hand	4	320356	6.04
338.478	3.0	left_hand	2	338478	5.64
409.768	3.0	right_hand	4	409768	3.68
418.449	3.0	left_hand	2	418449	4.08
491.1	3.0	right_hand	4	491100	3.92
526.905	3.0	right_hand	4	526905	4.12
542.827	3.0	right_hand	4	542827	4.52
552.348	3.0	right_hand	4	552348	6.04
570.95	3.0	right_hand	4	570950	6.04
581.991	3.0	left_hand	2	581991	6.04
605.793	3.0	both_hand	1	605793	6.04
616.834	3.0	both_hand	1	616834	5.44
627.275	3.0	rest	3	627275	3.48
635.756	3.0	both_hand	1	635756	3.72
651.998	3.0	both_hand	1	651998	3.84
679.082	3.0	both_hand	1	679082	5.0
694.924	3.0	both_hand	1	694924	6.04
717.167	3.0	both_hand	1	717167	6.04
742.13	3.0	both_hand	1	742130	6.04
760.932	3.0	both_hand	1	760932	6.04
802.737	3.0	both_hand	1	802737	6.04
819.779	3.0	rest	3	819779	3.6
848.263	3.0	rest	3	848263	6.04
866.465	3.0	rest	3	866465	4.92
903.31	3.0	rest	3	903310	6.04
949.436	3.0	rest	3	949436	6.04
980.08	3.0	both_hand	1	980080	6.04
1033.046	3.0	rest	3	1033046	3.84
1063.09	3.0	both_hand	1	1063090	3.04
1077.412	3.0	both_hand	1	1077412	4.36
1086.773	3.0	rest	3	1086773	3.72
1101.575	3.0	rest	3	1101575	6.04
1145.781	3.0	both_hand	1	1145781	3.76
1183.025	3.0	right_hand	4	1183025	4.52
1192.546	3.0	left_hand	2	1192546	3.84
1214.509	3.0	left_hand	2	1214509	6.04
1225.55	3.0	right_hand	4	1225550	5.84
1243.672	3.0	right_hand	4	1243672	3.56
1257.714	3.0	both_hand	1	1257714	3.84
1273.596	3.0	left_hand	2	1273596	6.04
1301.08	3.0	right_hand	4	1301080	3.56
1321.403	3.0	left_hand	2	1321403	6.04
1344.086	3.0	left_hand	2	1344086	6.04
1377.81	3.0	right_hand	4	1377810	6.04
1388.851	3.0	both_hand	1	1388851	6.04
1405.533	3.0	right_hand	4	1405533	6.04
1450.939	3.0	right_hand	4	1450939	3.0
1514.389	3.0	right_hand	4	1514389	6.04
1525.43	3.0	both_hand	1	1525430	3.48
1539.432	3.0	both_hand	1	1539432	3.0
1562.194	3.0	right_hand	4	1562194	5.32
1578.676	3.0	both_hand	1	1578676	3.32
1605.24	3.0	right_hand	4	1605240	3.64
1632.364	3.0	both_hand	1	1632364	4.32
1665.929	3.0	both_hand	1	1665929	6.04
1676.97	3.0	both_hand	1	1676970	3.88
1692.972	3.0	rest	3	1692972	5.24
1731.016	3.0	right_hand	4	1731016	3.4
1739.417	3.0	left_hand	2	1739417	6.04
1750.458	3.0	right_hand	4	1750458	6.04
1767.58	3.0	left_hand	2	1767580	6.0
