onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
13.041	3.0	left_hand	2	13041	4.12
29.883	3.0	right_hand	4	29883	6.04
40.924	3.0	left_hand	2	40924	6.04
58.126	3.0	left_hand	2	58126	3.32
73.008	3.0	left_hand	2	73008	3.12
81.129	3.0	right_hand	4	81129	3.32
89.45	3.0	left_hand	2	89450	4.4
98.851	3.0	right_hand	4	98851	4.4
108.252	3.0	left_hand	2	108252	5.2
118.453	3.0	right_hand	4	118453	3.28
134.095	3.0	right_hand	4	134095	3.6
165.099	3.0	left_hand	2	165099	5.24
175.34	3.0	right_hand	4	175340	3.76
199.503	3.0	left_hand	2	199503	6.04
210.544	3.0	left_hand	2	210544	3.56
225.785	3.0	left_hand	2	225785	6.04
243.307	3.0	left_hand	2	243307	4.4
260.149	3.0	left_hand	2	260149	5.4
270.55	3.0	right_hand	4	270550	3.12
285.272	3.0	left_hand	2	285272	5.84
303.274	3.0	left_hand	2	303274	3.0
311.275	3.0	right_hand	4	311275	3.92
320.196	3.0	left_hand	2	320196	4.36
329.557	3.0	left_hand	2	329557	3.32
337.878	3.0	right_hand	4	337878	3.28
367.642	3.0	left_hand	2	367642	4.36
377.003	3.0	left_hand	2	377003	6.04
402.526	3.0	left_hand	2	402526	4.2
419.368	3.0	left_hand	2	419368	4.04
428.408	3.0	right_hand	4	428408	3.16
436.569	3.0	left_hand	2	436569	4.76
446.33	3.0	right_hand	4	446330	3.96
455.291	3.0	left_hand	2	455291	4.6
464.892	3.0	left_hand	2	464892	3.16
473.053	3.0	right_hand	4	473053	5.0
490.655	3.0	left_hand	2	490655	3.2
506.337	3.0	right_hand	4	506337	5.12
523.659	3.0	left_hand	2	523659	3.88
532.54	3.0	right_hand	4	532540	3.08
540.621	3.0	left_hand	2	540621	3.52
556.583	3.0	right_hand	4	556583	3.32
564.904	3.0	left_hand	2	564904	3.48
573.385	3.0	right_hand	4	573385	3.96
589.707	3.0	left_hand	2	589707	4.56
658.755	3.0	rest	3	658755	4.2
675.357	3.0	both_hand	1	675357	6.04
693.719	3.0	rest	3	693719	3.52
702.24	3.0	rest	3	702240	6.04
713.281	3.0	both_hand	1	713281	6.04
738.284	3.0	rest	3	738284	3.28
746.565	3.0	both_hand	1	746565	6.04
764.567	3.0	rest	3	764567	3.48
773.048	3.0	rest	3	773048	4.44
782.489	3.0	both_hand	1	782489	6.04
793.53	3.0	rest	3	793530	3.84
817.133	3.0	rest	3	817133	3.2
846.936	3.0	both_hand	1	846936	5.0
856.937	3.0	rest	3	856937	3.84
865.778	3.0	both_hand	1	865778	5.24
883.22	3.0	both_hand	1	883220	3.52
891.741	3.0	rest	3	891741	3.72
900.462	3.0	both_hand	1	900462	4.48
916.464	3.0	rest	3	916464	3.84
932.586	3.0	rest	3	932586	3.36
983.793	3.0	rest	3	983793	3.56
1006.196	3.0	rest	3	1006196	4.32
1015.517	3.0	rest	3	1015517	5.04
1032.879	3.0	rest	3	1032879	3.16
1041.04	3.0	both_hand	1	1041040	3.32
1049.36	3.0	rest	3	1049360	4.32
1058.681	3.0	both_hand	1	1058681	6.04
1076.563	3.0	both_hand	1	1076563	3.16
1084.724	3.0	rest	3	1084724	6.04
1095.765	3.0	both_hand	1	1095765	4.32
1105.086	3.0	rest	3	1105086	6.04
1157.293	3.0	rest	3	1157293	5.72
1174.935	3.0	rest	3	1174935	3.64
1191.417	3.0	rest	3	1191417	3.68
1200.098	3.0	both_hand	1	1200098	4.52
1209.619	3.0	rest	3	1209619	5.8
1227.101	3.0	both_hand	1	1227101	3.0
1242.583	3.0	rest	3	1242583	4.6
1258.984	3.0	left_hand	2	1258984	3.6
1267.585	3.0	rest	3	1267585	3.2
1290.068	3.0	rest	3	1290068	4.8
1299.869	3.0	left_hand	2	1299869	6.04
1324.552	3.0	right_hand	4	1324552	6.04
1335.593	3.0	both_hand	1	1335593	6.04
1346.634	3.0	left_hand	2	1346634	6.04
1357.675	3.0	rest	3	1357675	4.44
1374.717	3.0	both_hand	1	1374717	6.04
1385.758	3.0	left_hand	2	1385758	5.08
1395.839	3.0	rest	3	1395839	5.96
1406.8	3.0	right_hand	4	1406800	4.08
1415.881	3.0	rest	3	1415881	3.76
1424.642	3.0	left_hand	2	1424642	4.84
1441.524	3.0	both_hand	1	1441524	6.04
1452.565	3.0	left_hand	2	1452565	4.92
1462.486	3.0	rest	3	1462486	4.32
1478.808	3.0	right_hand	4	1478808	6.04
1489.848	3.0	left_hand	2	1489848	3.44
1506.21	3.0	rest	3	1506210	4.08
1515.291	3.0	rest	3	1515291	4.16
1539.734	3.0	both_hand	1	1539734	6.04
1550.775	3.0	right_hand	4	1550775	5.64
1567.417	3.0	left_hand	2	1567417	6.04
1578.458	3.0	rest	3	1578458	6.04
1597.06	3.0	rest	3	1597060	3.4
1605.461	3.0	right_hand	4	1605461	4.92
1627.944	3.0	rest	3	1627944	3.88
1651.227	3.0	both_hand	1	1651227	5.48
1676.31	3.0	left_hand	2	1676310	3.16
1684.471	3.0	left_hand	2	1684471	3.32
1700.432	3.0	rest	3	1700432	6.04
1726.155	3.0	rest	3	1726155	6.04
1737.196	3.0	right_hand	4	1737196	4.24
1746.437	3.0	left_hand	2	1746437	5.32
1756.758	3.0	rest	3	1756758	3.16
1764.919	3.0	both_hand	1	1764919	3.2
1773.12	3.0	left_hand	2	1773120	5.44
1783.561	3.0	right_hand	4	1783561	6.04
1800.483	3.0	rest	3	1800483	6.04
