onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
13.041	3.0	left_hand	2	13041	3.52
21.562	3.0	right_hand	4	21562	5.36
31.923	3.0	left_hand	2	31923	4.2
41.124	3.0	left_hand	2	41124	5.84
80.129	3.0	right_hand	4	80129	6.04
98.131	3.0	left_hand	2	98131	5.56
108.692	3.0	left_hand	2	108692	5.2
125.534	3.0	right_hand	4	125534	6.04
136.575	3.0	left_hand	2	136575	3.96
145.536	3.0	left_hand	2	145536	6.04
156.577	3.0	right_hand	4	156577	6.04
167.618	3.0	left_hand	2	167618	6.04
178.659	3.0	right_hand	4	178659	6.04
189.7	3.0	left_hand	2	189700	6.04
200.741	3.0	right_hand	4	200741	6.04
211.782	3.0	left_hand	2	211782	6.04
243.065	3.0	left_hand	2	243065	3.16
251.226	3.0	right_hand	4	251226	6.04
262.267	3.0	right_hand	4	262267	4.52
278.749	3.0	left_hand	2	278749	6.04
289.79	3.0	right_hand	4	289790	6.04
300.831	3.0	left_hand	2	300831	6.04
311.872	3.0	right_hand	4	311872	3.4
320.273	3.0	right_hand	4	320273	6.04
343.956	3.0	left_hand	2	343956	6.04
370.319	3.0	left_hand	2	370319	4.52
379.84	3.0	right_hand	4	379840	6.04
390.881	3.0	left_hand	2	390881	5.4
401.282	3.0	right_hand	4	401282	6.04
412.323	3.0	right_hand	4	412323	6.04
451.688	3.0	right_hand	4	451688	6.04
462.728	3.0	left_hand	2	462728	4.56
472.289	3.0	right_hand	4	472289	3.16
488.051	3.0	right_hand	4	488051	6.04
499.092	3.0	right_hand	4	499092	3.16
507.253	3.0	left_hand	2	507253	4.32
516.574	3.0	left_hand	2	516574	6.04
527.615	3.0	right_hand	4	527615	6.04
538.656	3.0	left_hand	2	538656	4.36
548.017	3.0	right_hand	4	548017	6.04
559.058	3.0	left_hand	2	559058	6.04
570.099	3.0	right_hand	4	570099	6.04
581.14	3.0	left_hand	2	581140	6.04
599.502	3.0	left_hand	2	599502	6.04
616.584	3.0	left_hand	2	616584	6.04
633.786	3.0	right_hand	4	633786	6.04
644.827	3.0	left_hand	2	644827	6.04
655.868	3.0	left_hand	2	655868	6.04
666.909	3.0	right_hand	4	666909	6.04
677.95	3.0	right_hand	4	677950	6.04
696.632	3.0	left_hand	2	696632	6.04
707.672	3.0	both_hand	1	707672	3.24
723.554	3.0	both_hand	1	723554	5.92
741.436	3.0	both_hand	1	741436	6.04
758.358	3.0	both_hand	1	758358	6.04
776.08	3.0	both_hand	1	776080	6.04
787.121	3.0	rest	3	787121	4.8
816.685	3.0	both_hand	1	816685	3.4
825.086	3.0	both_hand	1	825086	4.6
834.687	3.0	rest	3	834687	6.04
871.212	3.0	both_hand	1	871212	6.04
882.253	3.0	rest	3	882253	6.04
893.294	3.0	rest	3	893294	4.12
910.256	3.0	both_hand	1	910256	5.64
954.421	3.0	rest	3	954421	6.04
965.462	3.0	both_hand	1	965462	5.88
976.343	3.0	both_hand	1	976343	3.76
1004.067	3.0	rest	3	1004067	6.04
1030.23	3.0	rest	3	1030230	5.48
1040.711	3.0	both_hand	1	1040711	4.16
1056.113	3.0	both_hand	1	1056113	6.04
1079.836	3.0	both_hand	1	1079836	6.04
1090.877	3.0	both_hand	1	1090877	6.04
1115.04	3.0	rest	3	1115040	4.6
1124.64	3.0	rest	3	1124640	6.04
1143.082	3.0	rest	3	1143082	4.2
1179.847	3.0	rest	3	1179847	6.04
1190.888	3.0	both_hand	1	1190888	3.0
1198.889	3.0	rest	3	1198889	6.04
1216.171	3.0	both_hand	1	1216171	6.04
1240.614	3.0	both_hand	1	1240614	5.36
1250.975	3.0	rest	3	1250975	6.04
1293.941	3.0	both_hand	1	1293941	6.04
1304.982	3.0	both_hand	1	1304982	6.04
1322.224	3.0	rest	3	1322224	4.76
1331.984	3.0	both_hand	1	1331984	3.24
1340.225	3.0	left_hand	2	1340225	3.16
1348.386	3.0	rest	3	1348386	5.68
1381.63	3.0	right_hand	4	1381630	6.04
1404.033	3.0	both_hand	1	1404033	3.0
1431.557	3.0	both_hand	1	1431557	3.12
1439.678	3.0	right_hand	4	1439678	3.32
1453.44	3.0	right_hand	4	1453440	3.48
1475.563	3.0	left_hand	2	1475563	6.04
1505.887	3.0	right_hand	4	1505887	4.44
1522.648	3.0	right_hand	4	1522648	4.28
1545.411	3.0	both_hand	1	1545411	4.2
1554.612	3.0	left_hand	2	1554612	6.04
1586.456	3.0	right_hand	4	1586456	5.0
1604.378	3.0	both_hand	1	1604378	4.92
1620.74	3.0	rest	3	1620740	3.2
1628.941	3.0	left_hand	2	1628941	4.36
1638.302	3.0	both_hand	1	1638302	4.92
1653.784	3.0	right_hand	4	1653784	6.04
1678.467	3.0	right_hand	4	1678467	3.4
