onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
13.041	3.0	left_hand	2	13041	6.04
24.082	3.0	right_hand	4	24082	4.36
33.443	3.0	left_hand	2	33443	6.04
44.484	3.0	left_hand	2	44484	3.72
59.286	3.0	right_hand	4	59286	6.04
70.327	3.0	left_hand	2	70327	6.04
81.368	3.0	right_hand	4	81368	6.04
92.409	3.0	left_hand	2	92409	6.04
109.611	3.0	right_hand	4	109611	3.72
118.332	3.0	right_hand	4	118332	6.04
129.373	3.0	left_hand	2	129373	4.36
138.734	3.0	right_hand	4	138734	6.04
149.775	3.0	left_hand	2	149775	6.04
160.816	3.0	left_hand	2	160816	6.04
171.857	3.0	right_hand	4	171857	3.28
180.138	3.0	right_hand	4	180138	6.04
197.62	3.0	left_hand	2	197620	6.04
215.062	3.0	left_hand	2	215062	6.04
226.103	3.0	right_hand	4	226103	6.04
242.864	3.0	right_hand	4	242864	6.04
253.905	3.0	left_hand	2	253905	4.2
263.106	3.0	right_hand	4	263106	6.04
274.147	3.0	right_hand	4	274147	6.04
285.188	3.0	left_hand	2	285188	6.04
296.229	3.0	left_hand	2	296229	6.04
307.27	3.0	right_hand	4	307270	6.04
318.311	3.0	left_hand	2	318311	6.04
329.352	3.0	right_hand	4	329352	6.04
340.393	3.0	left_hand	2	340393	6.04
358.755	3.0	left_hand	2	358755	6.04
382.638	3.0	left_hand	2	382638	4.2
398.76	3.0	left_hand	2	398760	3.64
407.401	3.0	right_hand	4	407401	4.52
416.922	3.0	left_hand	2	416922	6.04
427.963	3.0	right_hand	4	427963	3.36
436.324	3.0	left_hand	2	436324	6.04
447.365	3.0	left_hand	2	447365	4.24
456.606	3.0	right_hand	4	456606	6.04
467.647	3.0	left_hand	2	467647	4.52
477.168	3.0	right_hand	4	477168	6.04
488.208	3.0	right_hand	4	488208	4.24
503.81	3.0	right_hand	4	503810	6.04
514.851	3.0	left_hand	2	514851	3.16
523.012	3.0	right_hand	4	523012	3.4
531.413	3.0	left_hand	2	531413	5.0
541.414	3.0	left_hand	2	541414	6.04
552.455	3.0	right_hand	4	552455	4.96
569.657	3.0	left_hand	2	569657	6.04
580.698	3.0	left_hand	2	580698	6.04
591.739	3.0	right_hand	4	591739	6.04
602.78	3.0	left_hand	2	602780	6.04
621.222	3.0	right_hand	4	621222	6.04
632.263	3.0	left_hand	2	632263	6.04
643.304	3.0	left_hand	2	643304	6.04
654.345	3.0	right_hand	4	654345	6.04
665.386	3.0	left_hand	2	665386	3.76
674.147	3.0	right_hand	4	674147	6.04
685.188	3.0	left_hand	2	685188	6.04
710.271	3.0	right_hand	4	710271	6.04
727.672	3.0	rest	3	727672	3.68
744.034	3.0	both_hand	1	744034	6.04
768.317	3.0	both_hand	1	768317	3.8
784.959	3.0	both_hand	1	784959	6.04
796.0	3.0	both_hand	1	796000	3.32
838.246	3.0	both_hand	1	838246	4.44
847.687	3.0	rest	3	847687	4.2
856.888	3.0	rest	3	856888	6.04
895.853	3.0	rest	3	895853	3.52
904.374	3.0	both_hand	1	904374	3.16
948.98	3.0	both_hand	1	948980	6.04
991.545	3.0	rest	3	991545	6.04
1010.227	3.0	both_hand	1	1010227	6.04
1021.268	3.0	rest	3	1021268	4.64
1030.909	3.0	both_hand	1	1030909	5.72
1041.63	3.0	rest	3	1041630	6.04
