onset	duration	trial_type	value	sample	triallength
49.287	3.0	right_hand	4	49287	6.04
67.889	3.0	left_hand	2	67889	3.88
103.653	3.0	right_hand	4	103653	6.04
114.694	3.0	right_hand	4	114694	4.0
130.456	3.0	right_hand	4	130456	3.0
154.139	3.0	right_hand	4	154139	3.2
162.34	3.0	left_hand	2	162340	6.04
190.423	3.0	right_hand	4	190423	3.44
218.985	3.0	right_hand	4	218985	6.04
248.989	3.0	right_hand	4	248989	4.36
287.553	3.0	right_hand	4	287553	5.68
298.234	3.0	left_hand	2	298234	6.04
309.275	3.0	right_hand	4	309275	6.04
320.316	3.0	left_hand	2	320316	6.04
353.439	3.0	right_hand	4	353439	4.8
363.24	3.0	left_hand	2	363240	5.76
383.002	3.0	left_hand	2	383002	6.04
394.043	3.0	right_hand	4	394043	6.04
442.448	3.0	right_hand	4	442448	3.52
467.571	3.0	left_hand	2	467571	5.44
532.458	3.0	right_hand	4	532458	3.48
540.939	3.0	left_hand	2	540939	4.4
567.542	3.0	left_hand	2	567542	4.76
577.303	3.0	right_hand	4	577303	6.04
588.344	3.0	left_hand	2	588344	6.04
599.385	3.0	right_hand	4	599385	3.84
615.707	3.0	left_hand	2	615707	6.04
637.789	3.0	right_hand	4	637789	3.72
646.51	3.0	left_hand	2	646510	6.04
657.551	3.0	right_hand	4	657551	3.28
683.153	3.0	both_hand	1	683153	6.04
749.2	3.0	both_hand	1	749200	6.04
760.241	3.0	rest	3	760241	3.36
768.602	3.0	both_hand	1	768602	3.4
782.164	3.0	both_hand	1	782164	3.04
798.046	3.0	both_hand	1	798046	6.04
809.087	3.0	rest	3	809087	3.2
824.809	3.0	both_hand	1	824809	3.32
844.652	3.0	both_hand	1	844652	4.68
854.333	3.0	rest	3	854333	6.04
865.374	3.0	rest	3	865374	3.28
873.655	3.0	both_hand	1	873655	6.04
899.977	3.0	rest	3	899977	6.04
911.018	3.0	both_hand	1	911018	3.6
919.619	3.0	rest	3	919619	6.04
937.141	3.0	both_hand	1	937141	6.04
955.623	3.0	rest	3	955623	6.04
966.664	3.0	both_hand	1	966664	6.04
985.066	3.0	both_hand	1	985066	4.96
1008.069	3.0	both_hand	1	1008069	6.04
1019.11	3.0	rest	3	1019110	5.72
1037.312	3.0	both_hand	1	1037312	3.68
1045.993	3.0	both_hand	1	1045993	6.04
1068.075	3.0	both_hand	1	1068075	6.04
1103.079	3.0	both_hand	1	1103079	4.2
1112.28	3.0	rest	3	1112280	5.56
1122.84	3.0	both_hand	1	1122840	3.0
1137.682	3.0	both_hand	1	1137682	6.04
1154.964	3.0	rest	3	1154964	6.04
1166.005	3.0	both_hand	1	1166005	4.08
1175.086	3.0	rest	3	1175086	5.76
1185.847	3.0	both_hand	1	1185847	4.92
1195.768	3.0	both_hand	1	1195768	5.56
1206.329	3.0	rest	3	1206329	3.0
1254.456	3.0	both_hand	1	1254456	6.0
1290.46	3.0	rest	3	1290460	5.56
1301.021	3.0	both_hand	1	1301021	6.04
1329.264	3.0	rest	3	1329264	6.04
