onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
20.802	3.0	left_hand	2	20802	3.6
29.403	3.0	right_hand	4	29403	6.04
40.444	3.0	left_hand	2	40444	6.04
51.485	3.0	right_hand	4	51485	6.04
62.526	3.0	left_hand	2	62526	6.04
73.567	3.0	right_hand	4	73567	6.04
92.129	3.0	right_hand	4	92129	6.04
103.17	3.0	left_hand	2	103170	4.92
113.091	3.0	right_hand	4	113091	6.04
124.132	3.0	left_hand	2	124132	3.52
132.653	3.0	right_hand	4	132653	5.6
149.975	3.0	right_hand	4	149975	6.04
161.016	3.0	left_hand	2	161016	6.04
172.057	3.0	right_hand	4	172057	6.04
183.098	3.0	left_hand	2	183098	6.04
201.26	3.0	left_hand	2	201260	4.28
210.541	3.0	right_hand	4	210541	6.04
221.582	3.0	right_hand	4	221582	3.92
230.503	3.0	left_hand	2	230503	6.04
241.544	3.0	right_hand	4	241544	6.04
252.584	3.0	left_hand	2	252584	3.36
281.788	3.0	left_hand	2	281788	3.24
290.029	3.0	right_hand	4	290029	3.12
298.15	3.0	left_hand	2	298150	6.04
309.191	3.0	right_hand	4	309191	6.04
320.232	3.0	left_hand	2	320232	6.04
331.273	3.0	left_hand	2	331273	6.04
342.314	3.0	right_hand	4	342314	6.04
353.355	3.0	right_hand	4	353355	6.04
364.396	3.0	left_hand	2	364396	6.04
382.918	3.0	left_hand	2	382918	6.04
393.959	3.0	right_hand	4	393959	5.44
404.4	3.0	left_hand	2	404400	6.04
415.441	3.0	right_hand	4	415441	6.04
426.482	3.0	left_hand	2	426482	5.04
436.523	3.0	right_hand	4	436523	6.04
455.405	3.0	right_hand	4	455405	5.16
465.566	3.0	left_hand	2	465566	6.04
476.607	3.0	right_hand	4	476607	6.04
487.648	3.0	left_hand	2	487648	6.04
511.61	3.0	right_hand	4	511610	6.04
522.651	3.0	left_hand	2	522651	4.84
538.973	3.0	left_hand	2	538973	3.08
547.054	3.0	left_hand	2	547054	6.04
558.095	3.0	right_hand	4	558095	3.32
566.416	3.0	right_hand	4	566416	3.44
574.857	3.0	left_hand	2	574857	6.04
585.898	3.0	left_hand	2	585898	5.28
596.179	3.0	right_hand	4	596179	6.04
607.22	3.0	right_hand	4	607220	4.52
616.741	3.0	left_hand	2	616741	3.96
640.784	3.0	right_hand	4	640784	6.04
658.746	3.0	left_hand	2	658746	6.04
669.787	3.0	right_hand	4	669787	6.04
688.229	3.0	right_hand	4	688229	6.04
699.27	3.0	right_hand	4	699270	6.04
718.272	3.0	right_hand	4	718272	6.04
737.033	3.0	both_hand	1	737033	3.56
745.594	3.0	rest	3	745594	6.04
756.635	3.0	both_hand	1	756635	6.04
767.676	3.0	both_hand	1	767676	6.04
784.798	3.0	both_hand	1	784798	6.04
795.839	3.0	rest	3	795839	6.04
813.121	3.0	both_hand	1	813121	6.04
837.924	3.0	both_hand	1	837924	4.36
855.206	3.0	both_hand	1	855206	3.56
877.529	3.0	rest	3	877529	3.32
905.413	3.0	rest	3	905413	5.16
915.574	3.0	rest	3	915574	5.96
940.896	3.0	both_hand	1	940896	6.04
951.937	3.0	both_hand	1	951937	6.04
962.978	3.0	rest	3	962978	6.04
