onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
20.642	3.0	left_hand	2	20642	6.04
31.683	3.0	right_hand	4	31683	6.04
42.724	3.0	right_hand	4	42724	6.04
53.765	3.0	left_hand	2	53765	6.04
64.806	3.0	left_hand	2	64806	3.12
72.927	3.0	right_hand	4	72927	4.44
82.368	3.0	left_hand	2	82368	3.8
91.169	3.0	right_hand	4	91169	6.04
102.21	3.0	left_hand	2	102210	4.24
111.451	3.0	right_hand	4	111451	5.04
121.492	3.0	right_hand	4	121492	6.04
132.533	3.0	left_hand	2	132533	5.88
143.414	3.0	right_hand	4	143414	6.04
154.455	3.0	left_hand	2	154455	4.44
163.896	3.0	left_hand	2	163896	6.04
174.937	3.0	right_hand	4	174937	6.04
185.978	3.0	right_hand	4	185978	6.04
204.9	3.0	right_hand	4	204900	4.4
214.301	3.0	left_hand	2	214301	4.76
224.062	3.0	left_hand	2	224062	6.04
235.103	3.0	right_hand	4	235103	3.16
243.264	3.0	right_hand	4	243264	6.04
260.665	3.0	right_hand	4	260665	4.32
277.787	3.0	right_hand	4	277787	5.8
288.588	3.0	left_hand	2	288588	6.04
321.512	3.0	left_hand	2	321512	3.16
336.394	3.0	right_hand	4	336394	3.44
352.276	3.0	left_hand	2	352276	6.04
363.317	3.0	right_hand	4	363317	3.24
371.558	3.0	left_hand	2	371558	6.04
382.599	3.0	left_hand	2	382599	6.04
393.64	3.0	right_hand	4	393640	5.52
404.161	3.0	right_hand	4	404161	6.04
415.202	3.0	left_hand	2	415202	4.52
431.124	3.0	left_hand	2	431124	6.04
442.165	3.0	left_hand	2	442165	5.2
452.366	3.0	right_hand	4	452366	6.04
463.407	3.0	right_hand	4	463407	6.04
474.448	3.0	left_hand	2	474448	5.72
485.168	3.0	left_hand	2	485168	6.04
496.209	3.0	right_hand	4	496209	6.04
507.25	3.0	right_hand	4	507250	6.04
518.291	3.0	left_hand	2	518291	6.04
535.213	3.0	left_hand	2	535213	6.04
546.254	3.0	right_hand	4	546254	6.04
557.295	3.0	left_hand	2	557295	6.04
568.336	3.0	right_hand	4	568336	5.6
578.937	3.0	left_hand	2	578937	3.56
587.498	3.0	left_hand	2	587498	6.04
598.539	3.0	right_hand	4	598539	6.04
609.58	3.0	right_hand	4	609580	6.04
620.621	3.0	left_hand	2	620621	5.72
631.342	3.0	left_hand	2	631342	5.76
642.103	3.0	right_hand	4	642103	5.44
652.544	3.0	left_hand	2	652544	6.04
663.585	3.0	right_hand	4	663585	6.04
674.626	3.0	right_hand	4	674626	5.84
685.467	3.0	left_hand	2	685467	6.04
696.508	3.0	left_hand	2	696508	5.92
707.429	3.0	right_hand	4	707429	6.04
718.47	3.0	right_hand	4	718470	6.04
729.511	3.0	left_hand	2	729511	5.2
739.712	3.0	left_hand	2	739712	3.44
755.393	3.0	rest	3	755393	3.04
770.395	3.0	rest	3	770395	4.0
798.199	3.0	both_hand	1	798199	3.64
819.402	3.0	both_hand	1	819402	3.56
881.931	3.0	both_hand	1	881931	5.4
892.332	3.0	both_hand	1	892332	6.04
