onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
13.041	3.0	left_hand	2	13041	4.2
35.164	3.0	left_hand	2	35164	6.04
46.205	3.0	right_hand	4	46205	6.0
57.206	3.0	left_hand	2	57206	6.04
88.09	3.0	right_hand	4	88090	3.92
103.012	3.0	left_hand	2	103012	4.32
112.333	3.0	right_hand	4	112333	6.04
123.374	3.0	left_hand	2	123374	5.48
154.538	3.0	left_hand	2	154538	5.4
164.939	3.0	right_hand	4	164939	6.04
175.98	3.0	right_hand	4	175980	6.04
201.103	3.0	left_hand	2	201103	6.04
218.984	3.0	left_hand	2	218984	6.04
237.106	3.0	right_hand	4	237106	6.04
248.147	3.0	left_hand	2	248147	6.04
266.349	3.0	right_hand	4	266349	6.04
277.39	3.0	left_hand	2	277390	4.92
293.152	3.0	right_hand	4	293152	5.48
323.436	3.0	left_hand	2	323436	6.04
334.477	3.0	right_hand	4	334477	3.16
363.761	3.0	left_hand	2	363761	3.52
372.282	3.0	right_hand	4	372282	6.04
389.524	3.0	right_hand	4	389524	6.04
426.008	3.0	left_hand	2	426008	3.36
434.369	3.0	right_hand	4	434369	6.04
445.41	3.0	left_hand	2	445410	6.04
456.451	3.0	right_hand	4	456451	6.04
467.492	3.0	left_hand	2	467492	3.44
475.933	3.0	right_hand	4	475933	6.04
508.297	3.0	left_hand	2	508297	3.4
516.698	3.0	right_hand	4	516698	6.04
535.42	3.0	right_hand	4	535420	4.28
552.062	3.0	right_hand	4	552062	6.04
570.424	3.0	left_hand	2	570424	3.44
584.946	3.0	right_hand	4	584946	6.04
595.987	3.0	left_hand	2	595987	6.04
607.028	3.0	right_hand	4	607028	6.04
618.069	3.0	left_hand	2	618069	3.48
632.471	3.0	left_hand	2	632471	4.56
656.113	3.0	both_hand	1	656113	6.04
667.154	3.0	rest	3	667154	4.6
676.755	3.0	both_hand	1	676755	6.04
687.796	3.0	both_hand	1	687796	4.2
696.997	3.0	rest	3	696997	3.08
705.078	3.0	both_hand	1	705078	6.04
721.68	3.0	rest	3	721680	5.16
759.165	3.0	both_hand	1	759165	6.04
776.807	3.0	both_hand	1	776807	6.04
794.969	3.0	rest	3	794969	4.16
804.13	3.0	both_hand	1	804130	6.04
815.171	3.0	rest	3	815171	5.96
852.736	3.0	both_hand	1	852736	6.04
883.339	3.0	rest	3	883339	3.64
891.98	3.0	both_hand	1	891980	6.04
910.382	3.0	both_hand	1	910382	5.08
920.463	3.0	rest	3	920463	5.36
945.306	3.0	both_hand	1	945306	4.96
970.309	3.0	rest	3	970309	6.04
981.35	3.0	both_hand	1	981350	5.24
991.591	3.0	both_hand	1	991591	4.08
1000.672	3.0	rest	3	1000672	4.44
