onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
20.482	3.0	left_hand	2	20482	6.04
38.404	3.0	left_hand	2	38404	3.64
47.045	3.0	right_hand	4	47045	6.04
64.287	3.0	left_hand	2	64287	3.32
72.608	3.0	right_hand	4	72608	3.04
80.649	3.0	left_hand	2	80649	5.92
91.57	3.0	right_hand	4	91570	6.04
110.052	3.0	right_hand	4	110052	6.04
146.697	3.0	right_hand	4	146697	3.2
154.898	3.0	left_hand	2	154898	6.04
178.621	3.0	right_hand	4	178621	4.36
195.783	3.0	left_hand	2	195783	5.16
205.944	3.0	right_hand	4	205944	6.04
237.827	3.0	right_hand	4	237827	6.04
248.868	3.0	left_hand	2	248868	4.32
286.793	3.0	left_hand	2	286793	3.52
308.556	3.0	right_hand	4	308556	3.68
324.518	3.0	left_hand	2	324518	6.04
341.2	3.0	right_hand	4	341200	6.04
352.241	3.0	right_hand	4	352241	6.04
370.883	3.0	right_hand	4	370883	4.04
379.924	3.0	left_hand	2	379924	5.88
390.805	3.0	right_hand	4	390805	3.32
399.126	3.0	left_hand	2	399126	4.68
408.807	3.0	left_hand	2	408807	3.64
417.448	3.0	right_hand	4	417448	6.04
428.488	3.0	right_hand	4	428488	3.4
436.889	3.0	left_hand	2	436889	6.04
447.93	3.0	right_hand	4	447930	6.04
458.971	3.0	left_hand	2	458971	6.04
470.012	3.0	right_hand	4	470012	6.04
481.053	3.0	left_hand	2	481053	6.04
492.094	3.0	right_hand	4	492094	6.04
510.976	3.0	left_hand	2	510976	6.04
533.699	3.0	left_hand	2	533699	4.56
557.302	3.0	left_hand	2	557302	4.28
573.304	3.0	left_hand	2	573304	3.52
581.825	3.0	right_hand	4	581825	6.04
592.866	3.0	right_hand	4	592866	5.76
617.589	3.0	right_hand	4	617589	6.04
635.311	3.0	right_hand	4	635311	6.04
646.352	3.0	left_hand	2	646352	3.6
728.883	3.0	both_hand	1	728883	3.24
744.325	3.0	both_hand	1	744325	5.88
760.887	3.0	both_hand	1	760887	4.68
770.568	3.0	both_hand	1	770568	5.84
807.853	3.0	rest	3	807853	6.04
844.257	3.0	rest	3	844257	4.88
868.06	3.0	rest	3	868060	5.76
893.023	3.0	rest	3	893023	6.04
911.945	3.0	both_hand	1	911945	3.08
971.754	3.0	rest	3	971754	5.08
1011.599	3.0	rest	3	1011599	6.04
1022.64	3.0	both_hand	1	1022640	4.92
1032.56	3.0	both_hand	1	1032560	3.76
1068.085	3.0	rest	3	1068085	6.04
1086.327	3.0	rest	3	1086327	5.44
1096.768	3.0	rest	3	1096768	4.36
1119.571	3.0	both_hand	1	1119571	4.08
1128.652	3.0	both_hand	1	1128652	3.88
1143.694	3.0	rest	3	1143694	6.04
1159.816	3.0	rest	3	1159816	5.4
1170.217	3.0	both_hand	1	1170217	6.04
1181.258	3.0	both_hand	1	1181258	6.04
1219.303	3.0	rest	3	1219303	6.04
1230.344	3.0	both_hand	1	1230344	6.04
1249.705	3.0	right_hand	4	1249705	3.52
1258.226	3.0	left_hand	2	1258226	3.6
1281.069	3.0	both_hand	1	1281069	3.84
1295.351	3.0	right_hand	4	1295351	6.04
1343.158	3.0	right_hand	4	1343158	3.52
1397.846	3.0	rest	3	1397846	3.64
1435.33	3.0	both_hand	1	1435330	3.24
1443.571	3.0	rest	3	1443571	3.84
1452.412	3.0	left_hand	2	1452412	6.04
1463.453	3.0	both_hand	1	1463453	3.6
1472.054	3.0	right_hand	4	1472054	6.04
1483.095	3.0	right_hand	4	1483095	4.36
1499.497	3.0	left_hand	2	1499497	4.64
1509.138	3.0	both_hand	1	1509138	4.4
1539.782	3.0	both_hand	1	1539782	5.84
1550.623	3.0	right_hand	4	1550623	3.12
1558.744	3.0	both_hand	1	1558744	3.28
1573.586	3.0	left_hand	2	1573586	6.04
1591.028	3.0	right_hand	4	1591028	4.2
1600.229	3.0	both_hand	1	1600229	4.12
1622.912	3.0	both_hand	1	1622912	3.68
1644.154	3.0	right_hand	4	1644154	3.96
1659.156	3.0	both_hand	1	1659156	4.76
1674.998	3.0	both_hand	1	1674998	6.04
1698.001	3.0	right_hand	4	1698001	5.12
1735.286	3.0	both_hand	1	1735286	3.52
1764.89	3.0	left_hand	2	1764890	3.44
1773.331	3.0	both_hand	1	1773331	6.04
1804.695	3.0	right_hand	4	1804695	5.32
1821.896	3.0	right_hand	4	1821896	6.04
1840.698	3.0	right_hand	4	1840698	4.44
1858.02	3.0	right_hand	4	1858020	6.04
1869.061	3.0	left_hand	2	1869061	4.56
1906.946	3.0	left_hand	2	1906946	4.88
