onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
19.282	3.0	left_hand	2	19282	3.24
27.523	3.0	right_hand	4	27523	6.04
38.564	3.0	left_hand	2	38564	6.04
91.052	3.0	right_hand	4	91052	5.12
109.054	3.0	left_hand	2	109054	3.0
117.055	3.0	right_hand	4	117055	3.0
142.738	3.0	right_hand	4	142738	4.12
151.859	3.0	left_hand	2	151859	4.56
161.42	3.0	left_hand	2	161420	4.88
171.301	3.0	right_hand	4	171301	6.04
182.342	3.0	left_hand	2	182342	3.12
190.463	3.0	right_hand	4	190463	4.28
199.744	3.0	right_hand	4	199744	6.04
224.506	3.0	right_hand	4	224506	6.04
240.628	3.0	left_hand	2	240628	3.64
249.269	3.0	left_hand	2	249269	4.6
258.87	3.0	right_hand	4	258870	5.52
276.472	3.0	right_hand	4	276472	6.04
287.513	3.0	left_hand	2	287513	3.24
302.395	3.0	right_hand	4	302395	6.04
313.436	3.0	left_hand	2	313436	6.04
330.798	3.0	right_hand	4	330798	6.04
341.839	3.0	left_hand	2	341839	6.04
352.88	3.0	right_hand	4	352880	5.36
368.562	3.0	left_hand	2	368562	6.04
386.164	3.0	left_hand	2	386164	4.08
400.766	3.0	right_hand	4	400766	6.04
411.807	3.0	right_hand	4	411807	6.04
451.411	3.0	right_hand	4	451411	3.04
459.452	3.0	left_hand	2	459452	3.68
468.133	3.0	right_hand	4	468133	3.08
476.214	3.0	right_hand	4	476214	6.04
487.255	3.0	left_hand	2	487255	3.0
495.256	3.0	left_hand	2	495256	3.48
503.737	3.0	right_hand	4	503737	6.04
527.14	3.0	right_hand	4	527140	3.0
542.262	3.0	left_hand	2	542262	6.04
553.303	3.0	right_hand	4	553303	3.4
561.704	3.0	right_hand	4	561704	6.04
572.745	3.0	left_hand	2	572745	6.04
596.188	3.0	right_hand	4	596188	6.04
607.229	3.0	left_hand	2	607229	5.16
623.191	3.0	right_hand	4	623191	5.56
633.752	3.0	right_hand	4	633752	3.12
656.914	3.0	rest	3	656914	6.04
674.756	3.0	rest	3	674756	6.04
685.797	3.0	both_hand	1	685797	3.76
700.639	3.0	both_hand	1	700639	5.24
715.961	3.0	rest	3	715961	3.92
743.925	3.0	both_hand	1	743925	4.88
753.806	3.0	rest	3	753806	6.04
789.571	3.0	both_hand	1	789571	6.04
812.894	3.0	both_hand	1	812894	5.4
835.456	3.0	both_hand	1	835456	4.64
845.097	3.0	both_hand	1	845097	6.04
863.339	3.0	rest	3	863339	3.04
904.945	3.0	rest	3	904945	6.04
