onset	duration	trial_type	value	sample	triallength
2.0	3.0	right_hand	4	2000	6.04
13.041	3.0	left_hand	2	13041	6.04
60.248	3.0	right_hand	4	60248	4.2
69.449	3.0	left_hand	2	69449	6.04
80.49	3.0	left_hand	2	80490	4.24
89.731	3.0	right_hand	4	89731	6.04
154.62	3.0	left_hand	2	154620	3.48
163.101	3.0	right_hand	4	163101	3.64
186.384	3.0	left_hand	2	186384	3.36
194.744	3.0	right_hand	4	194744	3.08
202.825	3.0	left_hand	2	202825	4.36
218.587	3.0	left_hand	2	218587	3.6
232.669	3.0	right_hand	4	232669	5.4
243.07	3.0	left_hand	2	243070	5.6
260.152	3.0	left_hand	2	260152	4.24
269.393	3.0	left_hand	2	269393	4.4
297.317	3.0	right_hand	4	297317	6.04
308.358	3.0	left_hand	2	308358	6.04
319.399	3.0	right_hand	4	319399	6.04
330.44	3.0	left_hand	2	330440	6.04
341.481	3.0	left_hand	2	341481	6.04
352.522	3.0	right_hand	4	352522	6.04
363.563	3.0	right_hand	4	363563	6.04
374.604	3.0	left_hand	2	374604	6.04
385.645	3.0	left_hand	2	385645	6.04
404.287	3.0	left_hand	2	404287	4.64
413.928	3.0	right_hand	4	413928	3.4
441.131	3.0	right_hand	4	441131	6.04
452.172	3.0	left_hand	2	452172	6.04
463.213	3.0	right_hand	4	463213	4.48
472.694	3.0	left_hand	2	472694	3.36
481.055	3.0	right_hand	4	481055	6.04
492.096	3.0	left_hand	2	492096	6.04
509.458	3.0	right_hand	4	509458	3.12
517.579	3.0	left_hand	2	517579	4.32
526.9	3.0	right_hand	4	526900	3.16
535.061	3.0	left_hand	2	535061	6.04
546.102	3.0	right_hand	4	546102	6.04
557.143	3.0	left_hand	2	557143	3.84
578.826	3.0	right_hand	4	578826	5.4
595.468	3.0	right_hand	4	595468	6.04
606.509	3.0	left_hand	2	606509	5.24
616.75	3.0	left_hand	2	616750	4.76
626.511	3.0	right_hand	4	626511	4.96
636.472	3.0	right_hand	4	636472	4.48
645.952	3.0	rest	3	645952	4.08
662.714	3.0	both_hand	1	662714	3.68
671.395	3.0	rest	3	671395	6.04
682.436	3.0	rest	3	682436	5.56
692.997	3.0	both_hand	1	692997	5.24
703.238	3.0	rest	3	703238	3.16
711.399	3.0	both_hand	1	711399	6.04
722.44	3.0	rest	3	722440	6.04
733.481	3.0	both_hand	1	733481	5.4
750.443	3.0	both_hand	1	750443	6.04
767.765	3.0	both_hand	1	767765	6.04
792.688	3.0	both_hand	1	792688	6.04
803.729	3.0	rest	3	803729	4.72
833.173	3.0	both_hand	1	833173	4.76
842.934	3.0	rest	3	842934	5.2
853.135	3.0	both_hand	1	853135	5.0
888.459	3.0	rest	3	888459	3.12
896.58	3.0	both_hand	1	896580	3.2
917.343	3.0	both_hand	1	917343	3.52
931.065	3.0	both_hand	1	931065	3.88
946.467	3.0	both_hand	1	946467	6.04
957.508	3.0	rest	3	957508	6.04
975.15	3.0	both_hand	1	975150	5.72
985.871	3.0	rest	3	985871	3.0
1088.005	3.0	rest	3	1088005	4.6
1111.728	3.0	both_hand	1	1111728	3.0
1196.981	3.0	both_hand	1	1196981	3.4
1225.584	3.0	left_hand	2	1225584	3.56
1248.187	3.0	right_hand	4	1248187	3.16
1256.348	3.0	both_hand	1	1256348	3.12
1276.751	3.0	left_hand	2	1276751	3.24
